08-03-2026 17:10:22,Hyderabad Junction,Not Detected,Not Detected,Adjusting Radio,Plate Not Found,No Helmet + No Seatbelt + Driver Distraction,3000
08-03-2026 17:10:27,Hyderabad Junction,Not Detected,Not Detected,Adjusting Radio,Plate Not Found,No Helmet + No Seatbelt + Driver Distraction,3000
08-03-2026 17:10:36,Hyderabad Junction,Not Detected,Not Detected,Talking to Passenger,Plate Not Found,No Helmet + No Seatbelt + Driver Distraction,3000
